ID;Type;Name
1025;7;Heavy Leggings
1026;8;Heavy Boots
1027;4;Brave Cap
1028;5;Brave Top
1029;6;Brave Gloves
1030;7;Brave Bottoms
1031;8;Brave Shoes
1032;4;Stellar Gear
1033;5;Stellar Armour
1034;6;Stellar Gauntlets
1035;7;Stellar Leggings
1036;8;Stellar Boots
1037;4;Orion Cap
1038;5;Orion Top
1039;6;Orion Gloves
1040;7;Orion Bottoms
1041;8;Orion Shoes
1042;4;Sleek Glasses
1043;5;Sleek Oil
1044;6;Sleek Cream
1045;7;Sleek Trunks
1046;8;Sleek Sandals
1047;4;Gemini Gear
1048;5;Gemini Armour
1049;6;Gemini Gauntlets
1050;7;Gemini Leggings
1051;8;Gemini Boots
1052;4;Taurus Helm
1053;5;Taurus Plate
1054;6;Taurus Arms
1055;7;Taurus Cuisses
1056;8;Taurus Greaves
1057;4;Alcyone Cap
1058;5;Alcyone Top
1059;6;Alcyone Gloves
1060;7;Alcyone Bottoms
1061;8;Alcyone Shoes
1062;4;Retrieved Gear
1063;5;Retrieved Armour
1064;6;Retrieved Gauntlets
1065;7;Retrieved Leggings
1066;8;Retrieved Boots
1067;4;M100 Helm
1068;5;M100 Plate
1069;6;M100 Arms
1070;7;M100 Cuisses
1071;8;M100 Greaves
1072;4;Hierax Cap
1073;5;Hierax Top
1074;6;Hierax Gloves
1075;7;Hierax Bottoms
1076;8;Hierax Shoes
1077;4;Rondine Cap
1078;5;Rondine Top
1079;6;Rondine Gloves
1080;7;Rondine Bottoms
1081;8;Rondine Shoes
1082;4;Rafaga Gear
1083;5;Rafaga Armour
1084;6;Rafaga Gauntlets
1085;7;Rafaga Leggings
1086;8;Rafaga Boots
1087;4;Lancelot Gear
1088;5;Lancelot Armour
1089;6;Lancelot Gauntlets
1090;7;Lancelot Leggings
1091;8;Lancelot Boots
1092;4;Rex Helm
1093;5;Rex Chest
1094;6;Rex Arms
1095;7;Rex Cuisses
1096;8;Rex Greaves
1097;4;Gracielle Helm
1098;5;Gracielle Chest
1099;6;Gracielle Arms
1100;7;Gracielle Cuisses
1101;8;Gracielle Greaves
1102;4;Ledios Helm
1103;5;Ledios Plate
1104;6;Ledios Arms
1105;7;Ledios Cuisses
1106;8;Ledios Greaves
1107;4;Ether V Goggles
1108;5;Ether V Frame
1109;6;Ether V Arms
1110;7;Ether V Boosters
1111;8;Cosmo Drones
1112;4;Speed Goggles
1113;5;Speed Frame
1114;6;Speed Arms
1115;7;Speed Boosters
1116;8;Eleos Drones
1117;4;Attack Goggles
1118;5;Attack Frame
1119;6;Attack Arms
1120;7;Attack Boosters
1121;8;Freyja Drones
1122;4;F Speed Goggles
1123;5;F Speed Frame
1124;6;F Speed Arms
1125;7;F Speed Boosters
1126;8;Palva Drones
1127;4;Ether II Goggles
1128;5;Ether II Frame
1129;6;Ether II Arms
1130;7;Ether II Boosters
1131;8;Helwerthia Drones
1132;4;Power II Goggles
1133;5;Power II Frame
1134;6;Power II Arms
1135;7;Power II Boosters
1136;8;Ishtar Drones
1137;4;Attack II Goggles
1138;5;Attack II Frame
1139;6;Attack II Arms
1140;7;Attack II Boosters
1141;8;Eucleia Drones
1142;4;H Ether Goggles
1143;5;H Ether Frame
1144;6;H Ether Arms
1145;7;H Ether Boosters
1146;8;Astarte Drones
1147;4;Ether III Goggles
1148;5;Ether III Frame
1149;6;Ether III Arms
1150;7;Ether III Boosters
1151;8;Lucina Drones
1152;4;Speed III Goggles
1153;5;Speed III Frame
1154;6;Speed III Arms
1155;7;Speed III Booster
1156;8;Eris Drones
1157;4;Attack III Goggles
1158;5;Attack III Frame
1159;6;Attack III Arms
1160;7;Attack III Boosters
1161;8;Uranus Drones
1162;4;Z Attack Goggles
1163;5;Z Attack Frame
1164;6;Z Attack Arms
1165;7;Z Attack Boosters
1166;8;Segment Drones
1167;4;Speed V Goggles
1168;5;Speed V Frame
1169;6;Speed V Arms
1170;7;Speed V Booster
1171;8;Sedna Drones
1172;4;Pistis Cap
1173;4;Night Goggles
1174;5;Front Armour
1175;6;Graft Gauntlets
1176;7;Court Leggings
1177;8;Messenger Shoes
1178;8;Steady Greaves
1179;5;Pistis Top
1180;4;Steady Helm
1181;4;Warrior's Diadem
1182;5;Blessed Brigandine
1183;6;Steady Arms
1184;6;Chain Gauntlets
1185;6;Block Gauntlets
1186;7;Light Leggings
1187;8;Speed Boots
1188;7;Steady Cuisses
1189;5;Empress Plate
1190;6;Empress Arms
1191;8;Empress Greaves
1192;4;Journey Diadem
1193;4;Cool Gel
1194;5;Cool Oil
1195;6;Cool Cream
1196;7;Cool Trunks
1197;8;Cool Sandals
1198;4;Chronos Cap
1199;5;Chronos Top
1200;6;Chronos Gloves
1201;7;Chronos Bottoms
1202;8;Chronos Shoes
1203;4;Aer Gear
1204;5;Lattice Armour
1205;6;Lattice Gauntlets
1206;7;Lattice Leggings
1207;7;Heavy Cuisses
1208;8;Lattice Boots
1209;4;Serpent Gear
1210;5;Serpent Armour
1211;6;Serpent Gauntlets
1212;7;Serpent Leggings
1213;8;Serpent Boots
1214;4;Climb Gear
1215;5;Climb Armour
1216;6;Climb Gauntlets
1217;7;Climb Leggings
1218;8;Climb Boots
1219;4;Noise Canceller
1220;5;Inferno Armour
1221;6;Frozen Gauntlets
1222;7;Styptic Leggings
1223;8;Earth Boots
1224;4;Blade Gear
1225;5;Blade Armour
1226;6;Blade Gauntlets
1227;7;Blade Leggings
1228;8;Blade Boots
1229;4;Charge Gear
1230;5;Agni Plate
1231;6;Shilpala Gloves
1232;7;Lord Leggings
1233;8;Combatant Boots
1234;4;Agrius Helm
1235;5;Agrius Plate
1236;6;Agrius Arms
1237;7;Agrius Cuisses
1238;8;Agrius Greaves
1239;4;Asura Helm
1240;5;Asura Plate
1241;6;Asura Arms
1242;7;Asura Cuisses
1243;8;Asura Greaves
1244;4;Eclipse Gear
1245;5;Eclipse Armour
1246;6;Eclipse Gauntlets
1247;7;Eclipse Leggings
1248;8;Eclipse Boots
1249;6;Pretty Bangle
1250;4;Tinted Glasses
1251;7;Power V Boosters
1252;9;Fire Crystal [Rank I, 2 Buffs]
1253;9;Fire Crystal [Rank II, 2 Buffs]
1254;9;Fire Crystal [Rank III, 2 Buffs]
1255;9;Fire Crystal [Rank IV, 2 Buffs]
1256;9;Fire Crystal [Rank V, 2 Buffs]
1257;9;Fire Crystal [Rank I, 2 Buffs]
1258;9;Fire Crystal [Rank II, 2 Buffs]
1259;9;Fire Crystal [Rank III, 2 Buffs]
1260;9;Fire Crystal [Rank IV, 2 Buffs]
1261;9;Fire Crystal [Rank V, 2 Buffs]
1262;9;Fire Crystal [Rank I, 2 Buffs]
1263;9;Fire Crystal [Rank II, 2 Buffs]
1264;9;Fire Crystal [Rank III, 2 Buffs]
1265;9;Fire Crystal [Rank IV, 2 Buffs]
1266;9;Fire Crystal [Rank V, 2 Buffs]
1267;9;Fire Crystal [Rank I, 2 Buffs]
1268;9;Fire Crystal [Rank II, 2 Buffs]
1269;9;Fire Crystal [Rank III, 2 Buffs]
1270;9;Fire Crystal [Rank IV, 2 Buffs]
1271;9;Fire Crystal [Rank V, 2 Buffs]
1272;9;Fire Crystal [Rank I, 2 Buffs]
1273;9;Fire Crystal [Rank II, 2 Buffs]
1274;9;Fire Crystal [Rank III, 2 Buffs]
1275;9;Fire Crystal [Rank IV, 2 Buffs]
1276;9;Fire Crystal [Rank V, 2 Buffs]
1277;9;Fire Crystal [Rank I, 2 Buffs]
1278;9;Fire Crystal [Rank II, 2 Buffs]
1279;9;Fire Crystal [Rank III, 2 Buffs]
1280;9;Fire Crystal [Rank IV, 2 Buffs]
1281;9;Fire Crystal [Rank V, 2 Buffs]
1282;9;Fire Crystal [Rank I, 2 Buffs]
1283;9;Fire Crystal [Rank II, 2 Buffs]
1284;9;Fire Crystal [Rank III, 2 Buffs]
1285;9;Fire Crystal [Rank IV, 2 Buffs]
1286;9;Fire Crystal [Rank V, 2 Buffs]
1287;9;Fire Crystal [Rank I, 2 Buffs]
1288;9;Fire Crystal [Rank II, 2 Buffs]
1289;9;Fire Crystal [Rank III, 2 Buffs]
1290;9;Fire Crystal [Rank IV, 2 Buffs]
1291;9;Fire Crystal [Rank V, 2 Buffs]
1292;9;Fire Crystal [Rank I, 2 Buffs]
1293;9;Fire Crystal [Rank II, 2 Buffs]
1294;9;Fire Crystal [Rank III, 2 Buffs]
1295;9;Fire Crystal [Rank IV, 2 Buffs]
1296;9;Fire Crystal [Rank V, 2 Buffs]
1297;9;Fire Crystal [Rank I, 2 Buffs]
1298;9;Fire Crystal [Rank II, 2 Buffs]
1299;9;Fire Crystal [Rank III, 2 Buffs]
1300;9;Fire Crystal [Rank IV, 2 Buffs]
1301;9;Fire Crystal [Rank V, 2 Buffs]
1302;9;Fire Crystal [Rank I, 2 Buffs]
1303;9;Fire Crystal [Rank II, 2 Buffs]
1304;9;Fire Crystal [Rank III, 2 Buffs]
1305;9;Fire Crystal [Rank IV, 2 Buffs]
1306;9;Fire Crystal [Rank V, 2 Buffs]
1307;9;Fire Crystal [Rank I, 2 Buffs]
1308;9;Fire Crystal [Rank II, 2 Buffs]
1309;9;Fire Crystal [Rank III, 2 Buffs]
1310;9;Fire Crystal [Rank IV, 2 Buffs]
1311;9;Fire Crystal [Rank V, 2 Buffs]
1312;9;Fire Crystal [Rank I, 2 Buffs]
1313;9;Fire Crystal [Rank II, 2 Buffs]
1314;9;Fire Crystal [Rank III, 2 Buffs]
1315;9;Fire Crystal [Rank IV, 2 Buffs]
1316;9;Fire Crystal [Rank V, 2 Buffs]
1317;9;Fire Crystal [Rank I, 2 Buffs]
1318;9;Fire Crystal [Rank II, 2 Buffs]
1319;9;Fire Crystal [Rank III, 2 Buffs]
1320;9;Fire Crystal [Rank IV, 2 Buffs]
1321;9;Fire Crystal [Rank V, 2 Buffs]
1322;9;Fire Crystal [Rank I, 2 Buffs]
1323;9;Fire Crystal [Rank II, 2 Buffs]
1324;9;Fire Crystal [Rank III, 2 Buffs]
1325;9;Fire Crystal [Rank IV, 2 Buffs]
1326;9;Fire Crystal [Rank V, 2 Buffs]
1327;9;Fire Crystal [Rank I, 2 Buffs]
1328;9;Fire Crystal [Rank II, 2 Buffs]
1329;9;Fire Crystal [Rank III, 2 Buffs]
1330;9;Fire Crystal [Rank IV, 2 Buffs]
1331;9;Fire Crystal [Rank V, 2 Buffs]
1332;9;Fire Crystal [Rank I, 2 Buffs]
1333;9;Fire Crystal [Rank II, 2 Buffs]
1334;9;Fire Crystal [Rank III, 2 Buffs]
1335;9;Fire Crystal [Rank IV, 2 Buffs]
1336;9;Fire Crystal [Rank V, 2 Buffs]
1337;9;Fire Crystal [Rank I, 4 Buffs]
1338;9;Fire Crystal [Rank II, 4 Buffs]
1339;9;Fire Crystal [Rank III, 4 Buffs]
1340;9;Fire Crystal [Rank IV, 4 Buffs]
1341;9;Fire Crystal [Rank V, 4 Buffs]
1342;9;Fire Crystal [Rank I, 4 Buffs]
1343;9;Fire Crystal [Rank II, 4 Buffs]
1344;9;Fire Crystal [Rank III, 4 Buffs]
1345;9;Fire Crystal [Rank IV, 4 Buffs]
1346;9;Fire Crystal [Rank V, 4 Buffs]
1347;9;Fire Crystal [Rank I, 4 Buffs]
1348;9;Fire Crystal [Rank II, 4 Buffs]
1349;9;Fire Crystal [Rank III, 4 Buffs]
1350;9;Fire Crystal [Rank IV, 4 Buffs]
1351;9;Fire Crystal [Rank V, 4 Buffs]
1352;9;Water Crystal [Rank I, 2 Buffs]
1353;9;Water Crystal [Rank II, 2 Buffs]
1354;9;Water Crystal [Rank III, 2 Buffs]
1355;9;Water Crystal [Rank IV, 2 Buffs]
1356;9;Water Crystal [Rank V, 2 Buffs]
1357;9;Water Crystal [Rank I, 2 Buffs]
1358;9;Water Crystal [Rank II, 2 Buffs]
1359;9;Water Crystal [Rank III, 2 Buffs]
1360;9;Water Crystal [Rank IV, 2 Buffs]
1361;9;Water Crystal [Rank V, 2 Buffs]
1362;9;Water Crystal [Rank I, 2 Buffs]
1363;9;Water Crystal [Rank II, 2 Buffs]
1364;9;Water Crystal [Rank III, 2 Buffs]
1365;9;Water Crystal [Rank IV, 2 Buffs]
1366;9;Water Crystal [Rank V, 2 Buffs]
1367;9;Water Crystal [Rank I, 2 Buffs]
1368;9;Water Crystal [Rank II, 2 Buffs]
1369;9;Water Crystal [Rank III, 2 Buffs]
1370;9;Water Crystal [Rank IV, 2 Buffs]
1371;9;Water Crystal [Rank V, 2 Buffs]
1372;9;Water Crystal [Rank I, 2 Buffs]
1373;9;Water Crystal [Rank II, 2 Buffs]
1374;9;Water Crystal [Rank III, 2 Buffs]
1375;9;Water Crystal [Rank IV, 2 Buffs]
1376;9;Water Crystal [Rank V, 2 Buffs]
1377;9;Water Crystal [Rank I, 2 Buffs]
1378;9;Water Crystal [Rank II, 2 Buffs]
1379;9;Water Crystal [Rank III, 2 Buffs]
1380;9;Water Crystal [Rank IV, 2 Buffs]
1381;9;Water Crystal [Rank V, 2 Buffs]
1382;9;Water Crystal [Rank I, 2 Buffs]
1383;9;Water Crystal [Rank II, 2 Buffs]
1384;9;Water Crystal [Rank III, 2 Buffs]
1385;9;Water Crystal [Rank IV, 2 Buffs]
1386;9;Water Crystal [Rank V, 2 Buffs]
1387;9;Water Crystal [Rank I, 2 Buffs]
1388;9;Water Crystal [Rank II, 2 Buffs]
1389;9;Water Crystal [Rank III, 2 Buffs]
1390;9;Water Crystal [Rank IV, 2 Buffs]
1391;9;Water Crystal [Rank V, 2 Buffs]
1392;9;Water Crystal [Rank I, 2 Buffs]
1393;9;Water Crystal [Rank II, 2 Buffs]
1394;9;Water Crystal [Rank III, 2 Buffs]
1395;9;Water Crystal [Rank IV, 2 Buffs]
1396;9;Water Crystal [Rank V, 2 Buffs]
1397;9;Water Crystal [Rank I, 2 Buffs]
1398;9;Water Crystal [Rank II, 2 Buffs]
1399;9;Water Crystal [Rank III, 2 Buffs]
1400;9;Water Crystal [Rank IV, 2 Buffs]
1401;9;Water Crystal [Rank V, 2 Buffs]
1402;9;Water Crystal [Rank I, 2 Buffs]
1403;9;Water Crystal [Rank II, 2 Buffs]
1404;9;Water Crystal [Rank III, 2 Buffs]
1405;9;Water Crystal [Rank IV, 2 Buffs]
1406;9;Water Crystal [Rank V, 2 Buffs]
1407;9;Water Crystal [Rank I, 2 Buffs]
1408;9;Water Crystal [Rank II, 2 Buffs]
1409;9;Water Crystal [Rank III, 2 Buffs]
1410;9;Water Crystal [Rank IV, 2 Buffs]
1411;9;Water Crystal [Rank V, 2 Buffs]
1412;9;Water Crystal [Rank I, 2 Buffs]
1413;9;Water Crystal [Rank II, 2 Buffs]
1414;9;Water Crystal [Rank III, 2 Buffs]
1415;9;Water Crystal [Rank IV, 2 Buffs]
1416;9;Water Crystal [Rank V, 2 Buffs]
1417;9;Water Crystal [Rank I, 2 Buffs]
1418;9;Water Crystal [Rank II, 2 Buffs]
1419;9;Water Crystal [Rank III, 2 Buffs]
1420;9;Water Crystal [Rank IV, 2 Buffs]
1421;9;Water Crystal [Rank V, 2 Buffs]
1422;9;Water Crystal [Rank I, 2 Buffs]
1423;9;Water Crystal [Rank II, 2 Buffs]
1424;9;Water Crystal [Rank III, 2 Buffs]
1425;9;Water Crystal [Rank IV, 2 Buffs]
1426;9;Water Crystal [Rank V, 2 Buffs]
1427;9;Water Crystal [Rank I, 2 Buffs]
1428;9;Water Crystal [Rank II, 2 Buffs]
1429;9;Water Crystal [Rank III, 2 Buffs]
1430;9;Water Crystal [Rank IV, 2 Buffs]
1431;9;Water Crystal [Rank V, 2 Buffs]
1432;9;Water Crystal [Rank I, 2 Buffs]
1433;9;Water Crystal [Rank II, 2 Buffs]
1434;9;Water Crystal [Rank III, 2 Buffs]
1435;9;Water Crystal [Rank IV, 2 Buffs]
1436;9;Water Crystal [Rank V, 2 Buffs]
1437;9;Water Crystal [Rank I, 4 Buffs]
1438;9;Water Crystal [Rank II, 4 Buffs]
1439;9;Water Crystal [Rank III, 4 Buffs]
1440;9;Water Crystal [Rank IV, 4 Buffs]
1441;9;Water Crystal [Rank V, 4 Buffs]
1442;9;Water Crystal [Rank I, 4 Buffs]
1443;9;Water Crystal [Rank II, 4 Buffs]
1444;9;Water Crystal [Rank III, 4 Buffs]
1445;9;Water Crystal [Rank IV, 4 Buffs]
1446;9;Water Crystal [Rank V, 4 Buffs]
1447;9;Water Crystal [Rank I, 4 Buffs]
1448;9;Water Crystal [Rank II, 4 Buffs]
1449;9;Water Crystal [Rank III, 4 Buffs]
1450;9;Water Crystal [Rank IV, 4 Buffs]
1451;9;Water Crystal [Rank V, 4 Buffs]
1452;9;Electric Crystal [Rank I, 2 Buffs]
1453;9;Electric Crystal [Rank II, 2 Buffs]
1454;9;Electric Crystal [Rank III, 2 Buffs]
1455;9;Electric Crystal [Rank IV, 2 Buffs]
1456;9;Electric Crystal [Rank V, 2 Buffs]
1457;9;Electric Crystal [Rank I, 2 Buffs]
1458;9;Electric Crystal [Rank II, 2 Buffs]
1459;9;Electric Crystal [Rank III, 2 Buffs]
1460;9;Electric Crystal [Rank IV, 2 Buffs]
1461;9;Electric Crystal [Rank V, 2 Buffs]
1462;9;Electric Crystal [Rank I, 2 Buffs]
1463;9;Electric Crystal [Rank II, 2 Buffs]
1464;9;Electric Crystal [Rank III, 2 Buffs]
1465;9;Electric Crystal [Rank IV, 2 Buffs]
1466;9;Electric Crystal [Rank V, 2 Buffs]
1467;9;Electric Crystal [Rank I, 2 Buffs]
1468;9;Electric Crystal [Rank II, 2 Buffs]
1469;9;Electric Crystal [Rank III, 2 Buffs]
1470;9;Electric Crystal [Rank IV, 2 Buffs]
1471;9;Electric Crystal [Rank V, 2 Buffs]
1472;9;Electric Crystal [Rank I, 2 Buffs]
1473;9;Electric Crystal [Rank II, 2 Buffs]
1474;9;Electric Crystal [Rank III, 2 Buffs]
1475;9;Electric Crystal [Rank IV, 2 Buffs]
1476;9;Electric Crystal [Rank V, 2 Buffs]
1477;9;Electric Crystal [Rank I, 2 Buffs]
1478;9;Electric Crystal [Rank II, 2 Buffs]
1479;9;Electric Crystal [Rank III, 2 Buffs]
1480;9;Electric Crystal [Rank IV, 2 Buffs]
1481;9;Electric Crystal [Rank V, 2 Buffs]
1482;9;Electric Crystal [Rank I, 2 Buffs]
1483;9;Electric Crystal [Rank II, 2 Buffs]
1484;9;Electric Crystal [Rank III, 2 Buffs]
1485;9;Electric Crystal [Rank IV, 2 Buffs]
1486;9;Electric Crystal [Rank V, 2 Buffs]
1487;9;Electric Crystal [Rank I, 2 Buffs]
1488;9;Electric Crystal [Rank II, 2 Buffs]
1489;9;Electric Crystal [Rank III, 2 Buffs]
1490;9;Electric Crystal [Rank IV, 2 Buffs]
1491;9;Electric Crystal [Rank V, 2 Buffs]
1492;9;Electric Crystal [Rank I, 2 Buffs]
1493;9;Electric Crystal [Rank II, 2 Buffs]
1494;9;Electric Crystal [Rank III, 2 Buffs]
1495;9;Electric Crystal [Rank IV, 2 Buffs]
1496;9;Electric Crystal [Rank V, 2 Buffs]
1497;9;Electric Crystal [Rank I, 2 Buffs]
1498;9;Electric Crystal [Rank II, 2 Buffs]
1499;9;Electric Crystal [Rank III, 2 Buffs]
1500;9;Electric Crystal [Rank IV, 2 Buffs]
1501;9;Electric Crystal [Rank V, 2 Buffs]
1502;9;Electric Crystal [Rank I, 2 Buffs]
1503;9;Electric Crystal [Rank II, 2 Buffs]
1504;9;Electric Crystal [Rank III, 2 Buffs]
1505;9;Electric Crystal [Rank IV, 2 Buffs]
1506;9;Electric Crystal [Rank V, 2 Buffs]
1507;9;Electric Crystal [Rank I, 2 Buffs]
1508;9;Electric Crystal [Rank II, 2 Buffs]
1509;9;Electric Crystal [Rank III, 2 Buffs]
1510;9;Electric Crystal [Rank IV, 2 Buffs]
1511;9;Electric Crystal [Rank V, 2 Buffs]
1512;9;Electric Crystal [Rank I, 2 Buffs]
1513;9;Electric Crystal [Rank II, 2 Buffs]
1514;9;Electric Crystal [Rank III, 2 Buffs]
1515;9;Electric Crystal [Rank IV, 2 Buffs]
1516;9;Electric Crystal [Rank V, 2 Buffs]
1517;9;Electric Crystal [Rank I, 2 Buffs]
1518;9;Electric Crystal [Rank II, 2 Buffs]
1519;9;Electric Crystal [Rank III, 2 Buffs]
1520;9;Electric Crystal [Rank IV, 2 Buffs]
1521;9;Electric Crystal [Rank V, 2 Buffs]
1522;9;Electric Crystal [Rank I, 2 Buffs]
1523;9;Electric Crystal [Rank II, 2 Buffs]
1524;9;Electric Crystal [Rank III, 2 Buffs]
1525;9;Electric Crystal [Rank IV, 2 Buffs]
1526;9;Electric Crystal [Rank V, 2 Buffs]
1527;9;Electric Crystal [Rank I, 2 Buffs]
1528;9;Electric Crystal [Rank II, 2 Buffs]
1529;9;Electric Crystal [Rank III, 2 Buffs]
1530;9;Electric Crystal [Rank IV, 2 Buffs]
1531;9;Electric Crystal [Rank V, 2 Buffs]
1532;9;Electric Crystal [Rank I, 2 Buffs]
1533;9;Electric Crystal [Rank II, 2 Buffs]
1534;9;Electric Crystal [Rank III, 2 Buffs]
1535;9;Electric Crystal [Rank IV, 2 Buffs]
1536;9;Electric Crystal [Rank V, 2 Buffs]
1537;9;Electric Crystal [Rank I, 4 Buffs]
1538;9;Electric Crystal [Rank II, 4 Buffs]
1539;9;Electric Crystal [Rank III, 4 Buffs]
1540;9;Electric Crystal [Rank IV, 4 Buffs]
1541;9;Electric Crystal [Rank V, 4 Buffs]
1542;9;Electric Crystal [Rank I, 4 Buffs]
1543;9;Electric Crystal [Rank II, 4 Buffs]
1544;9;Electric Crystal [Rank III, 4 Buffs]
1545;9;Electric Crystal [Rank IV, 4 Buffs]
1546;9;Electric Crystal [Rank V, 4 Buffs]
1547;9;Electric Crystal [Rank I, 4 Buffs]
1548;9;Electric Crystal [Rank II, 4 Buffs]
1549;9;Electric Crystal [Rank III, 4 Buffs]
1550;9;Electric Crystal [Rank IV, 4 Buffs]
1551;9;Electric Crystal [Rank V, 4 Buffs]
1552;9;Ice Crystal [Rank I, 2 Buffs]
1553;9;Ice Crystal [Rank II, 2 Buffs]
1554;9;Ice Crystal [Rank III, 2 Buffs]
1555;9;Ice Crystal [Rank IV, 2 Buffs]
1556;9;Ice Crystal [Rank V, 2 Buffs]
1557;9;Ice Crystal [Rank I, 2 Buffs]
1558;9;Ice Crystal [Rank II, 2 Buffs]
1559;9;Ice Crystal [Rank III, 2 Buffs]
1560;9;Ice Crystal [Rank IV, 2 Buffs]
1561;9;Ice Crystal [Rank V, 2 Buffs]
1562;9;Ice Crystal [Rank I, 2 Buffs]
1563;9;Ice Crystal [Rank II, 2 Buffs]
1564;9;Ice Crystal [Rank III, 2 Buffs]
1565;9;Ice Crystal [Rank IV, 2 Buffs]
1566;9;Ice Crystal [Rank V, 2 Buffs]
1567;9;Ice Crystal [Rank I, 2 Buffs]
1568;9;Ice Crystal [Rank II, 2 Buffs]
1569;9;Ice Crystal [Rank III, 2 Buffs]
1570;9;Ice Crystal [Rank IV, 2 Buffs]
1571;9;Ice Crystal [Rank V, 2 Buffs]
1572;9;Ice Crystal [Rank I, 2 Buffs]
1573;9;Ice Crystal [Rank II, 2 Buffs]
1574;9;Ice Crystal [Rank III, 2 Buffs]
1575;9;Ice Crystal [Rank IV, 2 Buffs]
1576;9;Ice Crystal [Rank V, 2 Buffs]
1577;9;Ice Crystal [Rank I, 2 Buffs]
1578;9;Ice Crystal [Rank II, 2 Buffs]
1579;9;Ice Crystal [Rank III, 2 Buffs]
1580;9;Ice Crystal [Rank IV, 2 Buffs]
1581;9;Ice Crystal [Rank V, 2 Buffs]
1582;9;Ice Crystal [Rank I, 2 Buffs]
1583;9;Ice Crystal [Rank II, 2 Buffs]
1584;9;Ice Crystal [Rank III, 2 Buffs]
1585;9;Ice Crystal [Rank IV, 2 Buffs]
1586;9;Ice Crystal [Rank V, 2 Buffs]
1587;9;Ice Crystal [Rank I, 2 Buffs]
1588;9;Ice Crystal [Rank II, 2 Buffs]
1589;9;Ice Crystal [Rank III, 2 Buffs]
1590;9;Ice Crystal [Rank IV, 2 Buffs]
1591;9;Ice Crystal [Rank V, 2 Buffs]
1592;9;Ice Crystal [Rank I, 2 Buffs]
1593;9;Ice Crystal [Rank II, 2 Buffs]
1594;9;Ice Crystal [Rank III, 2 Buffs]
1595;9;Ice Crystal [Rank IV, 2 Buffs]
1596;9;Ice Crystal [Rank V, 2 Buffs]
1597;9;Ice Crystal [Rank I, 2 Buffs]
1598;9;Ice Crystal [Rank II, 2 Buffs]
1599;9;Ice Crystal [Rank III, 2 Buffs]
1600;9;Ice Crystal [Rank IV, 2 Buffs]
1601;9;Ice Crystal [Rank V, 2 Buffs]
1602;9;Ice Crystal [Rank I, 2 Buffs]
1603;9;Ice Crystal [Rank II, 2 Buffs]
1604;9;Ice Crystal [Rank III, 2 Buffs]
1605;9;Ice Crystal [Rank IV, 2 Buffs]
1606;9;Ice Crystal [Rank V, 2 Buffs]
1607;9;Ice Crystal [Rank I, 2 Buffs]
1608;9;Ice Crystal [Rank II, 2 Buffs]
1609;9;Ice Crystal [Rank III, 2 Buffs]
1610;9;Ice Crystal [Rank IV, 2 Buffs]
1611;9;Ice Crystal [Rank V, 2 Buffs]
1612;9;Ice Crystal [Rank I, 2 Buffs]
1613;9;Ice Crystal [Rank II, 2 Buffs]
1614;9;Ice Crystal [Rank III, 2 Buffs]
1615;9;Ice Crystal [Rank IV, 2 Buffs]
1616;9;Ice Crystal [Rank V, 2 Buffs]
1617;9;Ice Crystal [Rank I, 2 Buffs]
1618;9;Ice Crystal [Rank II, 2 Buffs]
1619;9;Ice Crystal [Rank III, 2 Buffs]
1620;9;Ice Crystal [Rank IV, 2 Buffs]
1621;9;Ice Crystal [Rank V, 2 Buffs]
1622;9;Ice Crystal [Rank I, 2 Buffs]
1623;9;Ice Crystal [Rank II, 2 Buffs]
1624;9;Ice Crystal [Rank III, 2 Buffs]
1625;9;Ice Crystal [Rank IV, 2 Buffs]
1626;9;Ice Crystal [Rank V, 2 Buffs]
1627;9;Ice Crystal [Rank I, 2 Buffs]
1628;9;Ice Crystal [Rank II, 2 Buffs]
1629;9;Ice Crystal [Rank III, 2 Buffs]
1630;9;Ice Crystal [Rank IV, 2 Buffs]
1631;9;Ice Crystal [Rank V, 2 Buffs]
1632;9;Ice Crystal [Rank I, 2 Buffs]
1633;9;Ice Crystal [Rank II, 2 Buffs]
1634;9;Ice Crystal [Rank III, 2 Buffs]
1635;9;Ice Crystal [Rank IV, 2 Buffs]
1636;9;Ice Crystal [Rank V, 2 Buffs]
1637;9;Ice Crystal [Rank I, 4 Buffs]
1638;9;Ice Crystal [Rank II, 4 Buffs]
1639;9;Ice Crystal [Rank III, 4 Buffs]
1640;9;Ice Crystal [Rank IV, 4 Buffs]
1641;9;Ice Crystal [Rank V, 4 Buffs]
1642;9;Ice Crystal [Rank I, 4 Buffs]
1643;9;Ice Crystal [Rank II, 4 Buffs]
1644;9;Ice Crystal [Rank III, 4 Buffs]
1645;9;Ice Crystal [Rank IV, 4 Buffs]
1646;9;Ice Crystal [Rank V, 4 Buffs]
1647;9;Ice Crystal [Rank I, 4 Buffs]
1648;9;Ice Crystal [Rank II, 4 Buffs]
1649;9;Ice Crystal [Rank III, 4 Buffs]
1650;9;Ice Crystal [Rank IV, 4 Buffs]
1651;9;Ice Crystal [Rank V, 4 Buffs]
1652;9;Wind Crystal [Rank I, 2 Buffs]
1653;9;Wind Crystal [Rank II, 2 Buffs]
1654;9;Wind Crystal [Rank III, 2 Buffs]
1655;9;Wind Crystal [Rank IV, 2 Buffs]
1656;9;Wind Crystal [Rank V, 2 Buffs]
